OriginID,calc_type,model,amplification,exposure,weight,file
smi:ch.ethz.sed/scenario/Origin/Delemont_M6_0,damage,SAM,N/A,RB,0.175,calc_25859.hdf5
smi:ch.ethz.sed/scenario/Origin/Delemont_M6_0,damage,SAM,N/A,RF,0.525,calc_25860.hdf5
smi:ch.ethz.sed/scenario/Origin/Delemont_M6_0,risk,MIM,PGV,RB,0.025,calc_25299.hdf5
smi:ch.ethz.sed/scenario/Origin/Delemont_M6_0,risk,MIM,PGV,RF,0.075,calc_25302.hdf5
smi:ch.ethz.sed/scenario/Origin/Delemont_M6_0,risk,MIM,SA03,RB,0.025,calc_25300.hdf5
smi:ch.ethz.sed/scenario/Origin/Delemont_M6_0,risk,MIM,SA03,RF,0.075,calc_25303.hdf5
smi:ch.ethz.sed/scenario/Origin/Delemont_M6_0,risk,MIM,SA1,RB,0.025,calc_25301.hdf5
smi:ch.ethz.sed/scenario/Origin/Delemont_M6_0,risk,MIM,SA1,RF,0.075,calc_25304.hdf5
smi:ch.ethz.sed/scenario/Origin/Delemont_M6_0,risk,SAM,N/A,RB,0.175,calc_25445.hdf5
smi:ch.ethz.sed/scenario/Origin/Delemont_M6_0,risk,SAM,N/A,RF,0.525,calc_25446.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,damage,MIM,PGV,RB,0.025,calc_26261.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,damage,MIM,PGV,RF,0.075,calc_26264.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,damage,MIM,SA03,RB,0.025,calc_26262.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,damage,MIM,SA03,RF,0.075,calc_26265.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,damage,MIM,SA1,RB,0.025,calc_26263.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,damage,MIM,SA1,RF,0.075,calc_26266.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,damage,SAM,N/A,RB,0.175,calc_26267.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,damage,SAM,N/A,RF,0.525,calc_26268.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,risk,MIM,PGV,RB,0.025,calc_26253.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,risk,MIM,PGV,RF,0.075,calc_26256.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,risk,MIM,SA03,RB,0.025,calc_26254.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,risk,MIM,SA03,RF,0.075,calc_26257.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,risk,MIM,SA1,RB,0.025,calc_26255.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,risk,MIM,SA1,RF,0.075,calc_26258.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,risk,SAM,N/A,RB,0.175,calc_26259.hdf5
smi:ch.ethz.sed/scenario/Origin/Emmen_M6_0,risk,SAM,N/A,RF,0.525,calc_26260.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,damage,MIM,PGV,RB,0.025,calc_25537.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,damage,MIM,PGV,RF,0.075,calc_25540.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,damage,MIM,SA03,RB,0.025,calc_25538.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,damage,MIM,SA03,RF,0.075,calc_25541.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,damage,MIM,SA1,RB,0.025,calc_25539.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,damage,MIM,SA1,RF,0.075,calc_25542.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,damage,SAM,N/A,RB,0.175,calc_25861.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,damage,SAM,N/A,RF,0.525,calc_25862.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,risk,MIM,PGV,RB,0.025,calc_25305.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,risk,MIM,PGV,RF,0.075,calc_25308.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,risk,MIM,SA03,RB,0.025,calc_25306.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,risk,MIM,SA03,RF,0.075,calc_25309.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,risk,MIM,SA1,RB,0.025,calc_25307.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,risk,MIM,SA1,RF,0.075,calc_25310.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,risk,SAM,N/A,RB,0.175,calc_25447.hdf5
smi:ch.ethz.sed/scenario/Origin/Frauenfeld_M6_0,risk,SAM,N/A,RF,0.525,calc_25448.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,damage,MIM,PGV,RB,0.025,calc_26175.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,damage,MIM,PGV,RF,0.075,calc_26178.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,damage,MIM,SA03,RB,0.025,calc_26176.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,damage,MIM,SA03,RF,0.075,calc_26179.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,damage,MIM,SA1,RB,0.025,calc_26177.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,damage,MIM,SA1,RF,0.075,calc_26180.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,damage,SAM,N/A,RB,0.175,calc_26217.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,damage,SAM,N/A,RF,0.525,calc_26218.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,risk,MIM,PGV,RB,0.025,calc_26121.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,risk,MIM,PGV,RF,0.075,calc_26124.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,risk,MIM,SA03,RB,0.025,calc_26122.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,risk,MIM,SA03,RF,0.075,calc_26125.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,risk,MIM,SA1,RB,0.025,calc_26123.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,risk,MIM,SA1,RF,0.075,calc_26126.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,risk,SAM,N/A,RB,0.175,calc_26163.hdf5
smi:ch.ethz.sed/scenario/Origin/Freienbach_M6_0,risk,SAM,N/A,RF,0.525,calc_26164.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,damage,MIM,PGV,RB,0.025,calc_25543.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,damage,MIM,PGV,RF,0.075,calc_25546.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,damage,MIM,SA03,RB,0.025,calc_25544.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,damage,MIM,SA03,RF,0.075,calc_25547.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,damage,MIM,SA1,RB,0.025,calc_25545.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,damage,MIM,SA1,RF,0.075,calc_25548.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,damage,SAM,N/A,RB,0.175,calc_25863.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,damage,SAM,N/A,RF,0.525,calc_25864.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,risk,MIM,PGV,RB,0.025,calc_25311.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,risk,MIM,PGV,RF,0.075,calc_25314.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,risk,MIM,SA03,RB,0.025,calc_25312.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,risk,MIM,SA03,RF,0.075,calc_25315.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,risk,MIM,SA1,RB,0.025,calc_25313.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,risk,MIM,SA1,RF,0.075,calc_25316.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,risk,SAM,N/A,RB,0.175,calc_25449.hdf5
smi:ch.ethz.sed/scenario/Origin/Fribourg_M6_0,risk,SAM,N/A,RF,0.525,calc_25450.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,damage,MIM,PGV,RB,0.025,calc_25549.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,damage,MIM,PGV,RF,0.075,calc_25552.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,damage,MIM,SA03,RB,0.025,calc_25550.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,damage,MIM,SA03,RF,0.075,calc_25553.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,damage,MIM,SA1,RB,0.025,calc_25551.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,damage,MIM,SA1,RF,0.075,calc_25554.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,damage,SAM,N/A,RB,0.175,calc_25865.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,damage,SAM,N/A,RF,0.525,calc_25866.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,risk,MIM,PGV,RB,0.025,calc_25317.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,risk,MIM,PGV,RF,0.075,calc_25320.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,risk,MIM,SA03,RB,0.025,calc_25318.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,risk,MIM,SA03,RF,0.075,calc_25321.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,risk,MIM,SA1,RB,0.025,calc_25319.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,risk,MIM,SA1,RF,0.075,calc_25322.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,risk,SAM,N/A,RB,0.175,calc_25451.hdf5
smi:ch.ethz.sed/scenario/Origin/Geneve_M6_0,risk,SAM,N/A,RF,0.525,calc_25452.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,damage,MIM,PGV,RB,0.025,calc_25555.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,damage,MIM,PGV,RF,0.075,calc_25558.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,damage,MIM,SA03,RB,0.025,calc_25556.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,damage,MIM,SA03,RF,0.075,calc_25559.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,damage,MIM,SA1,RB,0.025,calc_25557.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,damage,MIM,SA1,RF,0.075,calc_25560.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,damage,SAM,N/A,RB,0.175,calc_25867.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,damage,SAM,N/A,RF,0.525,calc_25868.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,risk,MIM,PGV,RB,0.025,calc_25323.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,risk,MIM,PGV,RF,0.075,calc_25326.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,risk,MIM,SA03,RB,0.025,calc_25324.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,risk,MIM,SA03,RF,0.075,calc_25327.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,risk,MIM,SA1,RB,0.025,calc_25325.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,risk,MIM,SA1,RF,0.075,calc_25328.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,risk,SAM,N/A,RB,0.175,calc_25453.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_M6_0,risk,SAM,N/A,RF,0.525,calc_25454.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,damage,MIM,PGV,RB,0.025,calc_26181.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,damage,MIM,PGV,RF,0.075,calc_26184.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,damage,MIM,SA03,RB,0.025,calc_26182.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,damage,MIM,SA03,RF,0.075,calc_26185.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,damage,MIM,SA1,RB,0.025,calc_26183.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,damage,MIM,SA1,RF,0.075,calc_26186.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,damage,SAM,N/A,RB,0.175,calc_25869.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,damage,SAM,N/A,RF,0.525,calc_25870.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,risk,MIM,PGV,RB,0.025,calc_26127.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,risk,MIM,PGV,RF,0.075,calc_26130.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,risk,MIM,SA03,RB,0.025,calc_26128.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,risk,MIM,SA03,RF,0.075,calc_26131.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,risk,MIM,SA1,RB,0.025,calc_26129.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,risk,MIM,SA1,RF,0.075,calc_26132.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,risk,SAM,N/A,RB,0.175,calc_25455.hdf5
smi:ch.ethz.sed/scenario/Origin/Glarus_Nord_M6_0,risk,SAM,N/A,RF,0.525,calc_25456.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,damage,MIM,PGV,RB,0.025,calc_25561.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,damage,MIM,PGV,RF,0.075,calc_25564.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,damage,MIM,SA03,RB,0.025,calc_25562.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,damage,MIM,SA03,RF,0.075,calc_25565.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,damage,MIM,SA1,RB,0.025,calc_25563.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,damage,MIM,SA1,RF,0.075,calc_25566.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,damage,SAM,N/A,RB,0.175,calc_25871.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,damage,SAM,N/A,RF,0.525,calc_25872.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,risk,MIM,PGV,RB,0.025,calc_25329.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,risk,MIM,PGV,RF,0.075,calc_25332.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,risk,MIM,SA03,RB,0.025,calc_25330.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,risk,MIM,SA03,RF,0.075,calc_25333.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,risk,MIM,SA1,RB,0.025,calc_25331.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,risk,MIM,SA1,RF,0.075,calc_25334.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,risk,SAM,N/A,RB,0.175,calc_25457.hdf5
smi:ch.ethz.sed/scenario/Origin/Herisau_M6_0,risk,SAM,N/A,RF,0.525,calc_25458.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,damage,MIM,PGV,RB,0.025,calc_26077.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,damage,MIM,PGV,RF,0.075,calc_26080.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,damage,MIM,SA03,RB,0.025,calc_26078.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,damage,MIM,SA03,RF,0.075,calc_26081.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,damage,MIM,SA1,RB,0.025,calc_26079.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,damage,MIM,SA1,RF,0.075,calc_26082.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,damage,SAM,N/A,RB,0.175,calc_26083.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,damage,SAM,N/A,RF,0.525,calc_26084.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,risk,MIM,PGV,RB,0.025,calc_26069.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,risk,MIM,PGV,RF,0.075,calc_26072.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,risk,MIM,SA03,RB,0.025,calc_26070.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,risk,MIM,SA03,RF,0.075,calc_26073.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,risk,MIM,SA1,RB,0.025,calc_26071.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,risk,MIM,SA1,RF,0.075,calc_26074.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,risk,SAM,N/A,RB,0.175,calc_26075.hdf5
smi:ch.ethz.sed/scenario/Origin/Kreuzlingen_M6_0,risk,SAM,N/A,RF,0.525,calc_26076.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,damage,MIM,PGV,RB,0.025,calc_25792.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,damage,MIM,PGV,RF,0.075,calc_25795.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,damage,MIM,SA03,RB,0.025,calc_25793.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,damage,MIM,SA03,RF,0.075,calc_25796.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,damage,MIM,SA1,RB,0.025,calc_25794.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,damage,MIM,SA1,RF,0.075,calc_25797.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,damage,SAM,N/A,RB,0.175,calc_25873.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,damage,SAM,N/A,RF,0.525,calc_25874.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,risk,MIM,PGV,RB,0.025,calc_25716.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,risk,MIM,PGV,RF,0.075,calc_25719.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,risk,MIM,SA03,RB,0.025,calc_25717.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,risk,MIM,SA03,RF,0.075,calc_25720.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,risk,MIM,SA1,RB,0.025,calc_25718.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,risk,MIM,SA1,RF,0.075,calc_25721.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,risk,SAM,N/A,RB,0.175,calc_25756.hdf5
smi:ch.ethz.sed/scenario/Origin/La_Chaux_de_Fonds_M6_0,risk,SAM,N/A,RF,0.525,calc_25757.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,damage,MIM,PGV,RB,0.025,calc_25567.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,damage,MIM,PGV,RF,0.075,calc_25570.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,damage,MIM,SA03,RB,0.025,calc_25568.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,damage,MIM,SA03,RF,0.075,calc_25571.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,damage,MIM,SA1,RB,0.025,calc_25569.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,damage,MIM,SA1,RF,0.075,calc_25572.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,damage,SAM,N/A,RB,0.175,calc_25875.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,damage,SAM,N/A,RF,0.525,calc_25876.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,risk,MIM,PGV,RB,0.025,calc_25335.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,risk,MIM,PGV,RF,0.075,calc_25338.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,risk,MIM,SA03,RB,0.025,calc_25336.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,risk,MIM,SA03,RF,0.075,calc_25339.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,risk,MIM,SA1,RB,0.025,calc_25337.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,risk,MIM,SA1,RF,0.075,calc_25340.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,risk,SAM,N/A,RB,0.175,calc_25459.hdf5
smi:ch.ethz.sed/scenario/Origin/Lausanne_M6_0,risk,SAM,N/A,RF,0.525,calc_25460.hdf5
smi:ch.ethz.sed/scenario/Origin/Liestal_M6_0,damage,MIM,PGV,RB,0.025,calc_25573.hdf5
smi:ch.ethz.sed/scenario/Origin/Liestal_M6_0,damage,MIM,PGV,RF,0.075,calc_25576.hdf5
smi:ch.ethz.sed/scenario/Origin/Liestal_M6_0,damage,MIM,SA03,RB,0.025,calc_25574.hdf5
smi:ch.ethz.sed/scenario/Origin/Liestal_M6_0,damage,MIM,SA03,RF,0.075,calc_25577.hdf5
smi:ch.ethz.sed/scenario/Origin/Liestal_M6_0,damage,MIM,SA1,RB,0.025,calc_25575.hdf5
smi:ch.ethz.sed/scenario/Origin/Liestal_M6_0,damage,MIM,SA1,RF,0.075,calc_25578.hdf5
smi:ch.ethz.sed/scenario/Origin/Liestal_M6_0,damage,SAM,N/A,RB,0.175,calc_25877.hdf5
smi:ch.ethz.sed/scenario/Origin/Liestal_M6_0,damage,SAM,N/A,RF,0.525,calc_25878.hdf5
